'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
MONTGOMERY,43048,18.667,'US (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.548112,0.959,'Fatal Injury'
MONTGOMERY,44110,7.5,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,SIDEWALK,No,None,0.590027,0.9408,'Possible Injury'
MONTGOMERY,45582,15.35,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'WARNING SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.581728,0.920163,'Suspected Minor Injury'
MONTGOMERY,42402,10.017,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Wet,Daylight,'NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.607313,0.926395,'Suspected Minor Injury'
MONTGOMERY,42145,8.533,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.508871,0.912585,'Suspected Minor Injury'
MONTGOMERY,43735,17.517,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,SIDEWALK,No,None,0.681888,0.869777,'Possible Injury'
MONTGOMERY,43178,8.8,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking to/from school',None,'ON ROADWAY AT CROSSWALK',No,None,0.64592,0.852053,'Suspected Minor Injury'
MONTGOMERY,45559,19.533,'Maryland (State)',Pedestrian,'SAME DIRECTION RIGHT TURN',Rain,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.603242,0.897284,'Possible Injury'
MONTGOMERY,42691,14.617,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.530858,0.869164,'Suspected Minor Injury'
MONTGOMERY,42285,16.183,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',No,None,0.570272,0.92762,'Possible Injury'
MONTGOMERY,43017,16.333,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.549873,0.9285,'Suspected Minor Injury'
MONTGOMERY,42691,10.083,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,PERSON,'None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.557798,0.91242,'Possible Injury'
ROCKVILLE,44145,9.533,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY AT CROSSWALK',Yes,None,0.584882,0.905086,'Suspected Minor Injury'
MONTGOMERY,42479,17.667,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.63151,0.874119,'No Apparent Injury'
MONTGOMERY,42010,18.583,'Maryland (State)',Pedestrian,'Single Vehicle',Snow,Slush,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,MEDIAN,No,None,0.601701,0.928781,'Possible Injury'
MONTGOMERY,44538,10.75,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'INSIDE BUILDING',No,None,0.556762,0.9372,'Possible Injury'
MONTGOMERY,44223,15.2,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',Yes,None,0.579214,0.912645,'Suspected Minor Injury'
MONTGOMERY,44464,11.333,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Inattentive,'ON ROADWAY NOT AT CROSSWALK',No,None,0.623425,0.985563,'Possible Injury'
MONTGOMERY,44586,15,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.550882,0.950299,'No Apparent Injury'
MONTGOMERY,42239,22.033,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.556148,0.964459,'Suspected Minor Injury'
MONTGOMERY,43617,18.583,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.688152,0.935562,'Suspected Minor Injury'
MONTGOMERY,43306,11.133,'Maryland (State)',Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.594579,0.940648,'Suspected Minor Injury'
MONTGOMERY,42589,16.767,County,Bicyclist,'HEAD ON',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Riding against Traffic','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,Yes,0.536733,0.915533,'Possible Injury'
MONTGOMERY,42608,18.45,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.652119,0.89166,'Suspected Minor Injury'
MONTGOMERY,42208,18.317,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.581595,0.909433,'Possible Injury'
MONTGOMERY,43727,19.65,County,Bicyclist,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,Yes,0.575818,0.905063,'Possible Injury'
MONTGOMERY,44641,11.033,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.556994,0.936432,'Suspected Minor Injury'
MONTGOMERY,44875,7.333,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.684781,0.836877,'Possible Injury'
MONTGOMERY,45342,19.317,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.506394,0.944613,'Possible Injury'
MONTGOMERY,43799,19.667,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.606191,0.983397,'Suspected Serious Injury'
MONTGOMERY,43450,20.917,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY',MEDIAN,Yes,None,0.512779,0.962578,'Possible Injury'
MONTGOMERY,42919,15.717,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding against Traffic','WRONG WAY RIDING OR WALKING',SIDEWALK,Yes,None,0.555975,0.965003,'Possible Injury'
MONTGOMERY,44731,7,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.503908,0.937826,'Suspected Serious Injury'
MONTGOMERY,43594,22.167,'Maryland (State)',Pedestrian,'HEAD ON LEFT TURN',Cloudy,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.555443,0.938319,'Suspected Serious Injury'
MONTGOMERY,43514,17.45,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'INSIDE BUILDING',No,None,0.653683,0.88838,'Possible Injury'
MONTGOMERY,42032,8.933,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking to/from school','IN ROADWAY IMPROPERLY','ON ROADWAY AT CROSSWALK',No,None,0.521438,0.967489,'Suspected Serious Injury'
MONTGOMERY,43350,6.433,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Dawn,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.65772,0.879185,'Suspected Serious Injury'
MONTGOMERY,43745,15.65,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.548608,0.928193,'No Apparent Injury'
MONTGOMERY,43259,21.433,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',Yes,Yes,0.529509,0.958349,'Possible Injury'
MONTGOMERY,45535,10.25,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.648801,0.965594,'Suspected Minor Injury'
MONTGOMERY,42339,21.083,County,Pedestrian,'Single Vehicle',Cloudy,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.661111,0.95738,'Suspected Minor Injury'
MONTGOMERY,44592,15.783,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.546618,0.95877,'Suspected Minor Injury'
MONTGOMERY,43732,7.917,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.562123,0.911432,'Suspected Minor Injury'
TAKOMA,45545,23.5,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','AT AT INTERSECTION MARKED CROSSWALK',No,None,0.49198,0.965805,'Possible Injury'
MONTGOMERY,45653,19.7,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Not Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,CURB,No,None,0.491432,0.91743,'Possible Injury'
MONTGOMERY,42356,17,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',No,None,0.575896,0.928273,'Suspected Minor Injury'
MONTGOMERY,43661,19.5,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.718956,0.855777,'Suspected Minor Injury'
MONTGOMERY,42522,17.167,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',Yes,Yes,0.627572,0.870346,'Possible Injury'
MONTGOMERY,43903,16.5,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Push/Work on Vehicle','ENTERING EXITING PARKED STANDING VEHICLE','ON ROADWAY AT CROSSWALK',No,None,0.77856,0.836601,'Suspected Minor Injury'
MONTGOMERY,43030,16.633,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY NOT AT CROSSWALK',No,Yes,0.621941,0.940451,'Suspected Minor Injury'
MONTGOMERY,42378,18.6,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.576825,0.926354,'Suspected Minor Injury'
MONTGOMERY,43038,16.75,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.580853,0.973137,'Possible Injury'
MONTGOMERY,45494,13.4,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.509116,0.947187,'Suspected Minor Injury'
MONTGOMERY,44496,7.017,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.576983,0.925437,'Possible Injury'
MONTGOMERY,43734,7.067,County,Pedestrian,'Single Vehicle',Clear,Dry,Dawn,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.708269,0.833397,'Suspected Serious Injury'
MONTGOMERY,45443,22.583,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY AT CROSSWALK',Yes,None,0.52503,0.959617,'Suspected Serious Injury'
GAITHERSBURG,44217,20,' Public Roadway',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.676544,0.879196,'Suspected Minor Injury'
ROCKVILLE,44000,20,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.596476,0.909765,'Possible Injury'
GAITHERSBURG,42954,13.617,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.686302,0.873073,'Possible Injury'
MONTGOMERY,44121,10.45,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.52413,0.969911,'Possible Injury'
MONTGOMERY,43229,8.833,County,Bicyclist,'SAME DIRECTION RIGHT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.489236,0.918217,'Suspected Minor Injury'
MONTGOMERY,43009,23.167,'Maryland (State)',Pedestrian,'SAME DIRECTION SIDESWIPE',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Push/Work on Vehicle',None,'ON ROADWAY AT CROSSWALK',No,None,0.518772,0.961618,'Possible Injury'
MONTGOMERY,44477,10.633,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,SIDEWALK,Yes,Yes,0.544498,0.911908,'Suspected Minor Injury'
MONTGOMERY,42426,13.45,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO YIELD RIGHT OF WAY','OUTSIDE RIGHT OF WAY',Yes,None,0.541463,0.955654,'Possible Injury'
MONTGOMERY,42164,7.633,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.608041,0.921092,'Possible Injury'
MONTGOMERY,43930,6.5,County,Pedestrian,'Single Vehicle',Rain,Wet,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.616429,0.92971,'Possible Injury'
MONTGOMERY,43722,19.433,'Maryland (State)','Bicyclist  Pedestrian','Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk','IN ROADWAY IMPROPERLY',SIDEWALK,Yes,None,0.603116,0.927907,'Suspected Minor Injury'
MONTGOMERY,42205,20.667,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'ON ROADWAY NOT AT CROSSWALK',Yes,None,0.744306,0.852534,'Suspected Serious Injury'
MONTGOMERY,43892,16,County,Pedestrian,'SAME DIRECTION SIDESWIPE',Cloudy,Dry,Daylight,'NO CONTROLS','ALCOHOL PRESENT','None Detected',Standing,'ENTERING EXITING PARKED STANDING VEHICLE','ON ROADWAY AT CROSSWALK',No,None,0.692368,0.84255,'No Apparent Injury'
MONTGOMERY,42670,11,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.664359,0.89097,'Suspected Minor Injury'
MONTGOMERY,43081,14.217,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.721356,0.83944,'Possible Injury'
MONTGOMERY,43401,12.25,'Maryland (State)',Pedestrian,'SAME DIR REAR END',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.501562,0.947271,'No Apparent Injury'
MONTGOMERY,42900,18.033,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.637014,0.867535,'Suspected Minor Injury'
MONTGOMERY,42887,20.233,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'ON ROADWAY AT CROSSWALK',Yes,None,0.504142,0.946834,'Possible Injury'
MONTGOMERY,44771,7.833,County,Pedestrian,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.522808,0.910084,'Suspected Minor Injury'
MONTGOMERY,42051,14.633,County,Pedestrian,'Single Vehicle',Snow,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.493226,0.91919,'Suspected Serious Injury'
MONTGOMERY,42024,6.667,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.705236,0.876744,'Suspected Minor Injury'
MONTGOMERY,42302,20.45,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Walking/Riding against Traffic','WRONG WAY RIDING OR WALKING','ON ROADWAY AT CROSSWALK',Yes,None,0.537381,0.953285,'Possible Injury'
MONTGOMERY,43017,7.267,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.71374,0.844273,'Suspected Serious Injury'
TAKOMA,44546,13.533,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.49003,0.959295,'Suspected Serious Injury'
MONTGOMERY,43036,17.2,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',Yes,None,0.554133,0.938079,'Suspected Serious Injury'
MONTGOMERY,44582,6.833,County,Pedestrian,'HEAD ON LEFT TURN',Cloudy,Dry,Dawn,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.559389,0.937883,'Suspected Minor Injury'
MONTGOMERY,45487,16.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.60172,0.922299,'Suspected Minor Injury'
